更新时间,#genre#
▶️魔戒二部曲：雙城奇謀,https://api.heimuer.app/play/4c017a32d1a7478696e4b78d95774ccc.m3u8
▶️魔戒二部曲：雙城奇謀,https://vip.ffzy-play7.com/20221127/7286_672b6ffa/2000k/hls/mixed.m3u8
▶️魔戒三部曲：王者再臨,https://api.heimuer.app/play/bd885bde48d742068df66e382a8db7a7.m3u8
▶️魔戒三部曲：王者再臨,https://vip.ffzy-play6.com/20221017/19_8752ff61/2000k/hls/mixed.m3u8
▶️哈利波特：死神的聖物Ⅰ,https://ikcdn01.ikzybf.com/20221105/DABRajDL/index.m3u8
▶️哈利波特：消失的密室,https://v1.fentvoss.com/sdv1/202308/19/7pizD2d5YN2/video/index.m3u8
▶️哈利波特：混血王子的背叛,https://v1.fentvoss.com/sdv1/202308/19/jZ4qXuUYMH2/video/index.m3u8
▶️哈利波特：火盃的考驗,https://ikcdn01.ikzybf.com/20221210/qYaADoTA/index.m3u8
▶️哈利波特：神秘的魔法石,https://s2.fsvod1.com/20220301/A2jwRRDZ/index.m3u8
▶️哈利波特：鳳凰會的密令,https://v1.fentvoss.com/sdv1/202308/19/kL6HzXQ7Xi2/video/index.m3u8
▶️我不是药神,https://vip.ffzy-play1.com/20221018/478_c3afed66/index.m3u8
▶️让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8
▶️英雄本色1,https://vip.ffzy-play7.com/20221115/4617_be0491ea/index.m3u8
▶️英雄本色2,https://vip.ffzy-play7.com/20221115/4807_eeca808f/index.m3u8
🔀西游降魔篇,https://vip.ffzy-play6.com/20221019/206_b74a99b9/index.m3u8
🔀功夫,https://ukzy.ukubf4.com/20220407/j3bjFWpb/index.m3u8
🔀国产凌凌漆,https://ukzy.ukubf4.com/20220330/CVILs5nr/index.m3u8
🔀唐伯虎点秋香,https://ukzy.ukubf4.com/20220407/wnsgZzX9/index.m3u8
🔀唐伯虎点秋香,https://v3.dious.cc/20220419/fgAtfUew/index.m3u8
🔀逃学威龙2,https://alimov2.a.kwimgs.com/upic/2021/12/28/16/BMjAyMTEyMjgxNjUxMzhfNDAzMDAxOTlfNjM2ODQ1ODYxNzhfMF8z_b_Ba5bdfedb34d432e906dbc401975d5387.mp4
🔀食神,https://ukzy.ukubf4.com/20220407/dtaM5NLB/index.m3u8
🔀鹿鼎记2之神龙教,https://ukzy.ukubf4.com/20220404/gfSdtuvX/index.m3u8
🔀97家有喜事,https://ukzy.ukubf4.com/20220407/Ue4rNnif/index.m3u8
🔀97家有喜事,https://vip.ffzy-play6.com/20221129/9285_97e3dfc9/index.m3u8
🔀审死官,https://ukzy.ukubf4.com/20220407/OxgWrcNR/index.m3u8
🔀望夫成龙,https://ukzy.ukubf4.com/20220407/jEakalqL/index.m3u8
🔀九品芝麻官,https://alimov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTIyMTJfNDAzMDAxOTlfNjM2NjgxODA5MTBfMF8z_b_B6a0bcfcdbdaac183fa7dcbcd3e11bcaf.mp4
🔀算死草,https://vip.ffzy-play6.com/20221112/6085_3636efbb/index.m3u8
▶️疯狂的石头,https://vip.ffzy-play2.com/20221021/170_91678c84/index.m3u8
▶️疯狂的赛车,https://vip.ffzy-play2.com/20221021/169_37d917eb/index.m3u8
▶️疯狂的外星人,https://vip.ffzy-online2.com/20230607/38938_95adfc88/index.m3u8
▶️霸王别姬,https://vip.ffzy-play7.com/20221112/3726_f8288d50/index.m3u8
▶️卧虎藏龙,https://vip.ffzy-play6.com/20221019/118_1367b8f6/index.m3u8
▶️无间道1,https://vip.ffzy-play6.com/20221017/13_ddfc1740/index.m3u8
▶️无间道2,https://vip.lzcdn2.com/20220323/300_8be28e1c/index.m3u8
▶️无间道3：终极无间,https://vip.ffzy-play2.com/20221127/1567_f1965b4b/index.m3u8


💓专享源🅱️,#genre#
刀刀影院✔原,http://zzy789.xyz/douyu1.php?id=747764
女神60帧✔原,http://zzy789.xyz/douyu1.php?id=747764
华语影视✔原,http://zzy789.xyz/douyu1.php?id=3928
冰冰影厅✔原,http://zzy789.xyz/douyu1.php?id=74374
橙記港剧✔原,http://zzy789.xyz/douyu1.php?id=4549169
热门港剧✔原,http://zzy789.xyz/douyu1.php?id=5522351
经典剧集✔原,http://zzy789.xyz/douyu1.php?id=6863367
港产搞笑,http://fmbox.cc/huya.php?id=11601960
港台警匪,http://fmbox.cc/huya.php?id=11352886
推荐合集,http://fmbox.cc/huya.php?id=11602041
强森合集,http://fmbox.cc/huya.php?id=21059581
宇宙合集,http://fmbox.cc/huya.php?id=11342428
怪兽合集,http://fmbox.cc/huya.php?id=21059577
武侠合集,http://fmbox.cc/huya.php?id=11342427
枪战合集,http://fmbox.cc/huya.php?id=21059579
热血合集,http://fmbox.cc/huya.php?id=11352934
喜剧合集,http://fmbox.cc/huya.php?id=11352877
国产合集,http://fmbox.cc/huya.php?id=11352973
华语房✔原,http://zzy789.xyz/douyu1.php?id=85894
星爷房✔原,http://zzy789.xyz/douyu1.php?id=122402
欧美房✔原,http://zzy789.xyz/douyu1.php?id=20415
惊悚电影✔原,http://zzy789.xyz/douyu1.php?id=96577
凌儿影院,http://zzy789.xyz/douyu1.php?id=1377142
特辑影院,http://zzy789.xyz/douyu1.php?id=3637778
可乐电影,http://zzy789.xyz/douyu1.php?id=20415
奶虫恐怖电影,http://zzy789.xyz/douyu1.php?id=263824
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519
粤语综艺,http://zzy789.xyz/douyu1.php?id=7919720
华语经典,http://zzy789.xyz/douyu1.php?id=434971
神乐影片,http://zzy789.xyz/douyu1.php?id=85894
贝爷MAX厅,http://zzy789.xyz/douyu1.php?id=4332
林正英电影,http://zzy789.xyz/douyu1.php?id=7356023
华语电影,http://zzy789.xyz/douyu1.php?id=3928
XXXX影院,http://zzy789.xyz/douyu1.php?id=508118
吃米滴虫,http://zzy789.xyz/douyu1.php?id=315457
粤语版电影,http://epg.112114.xyz/douyu/1226741
特辑电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637778
粤语电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=1226741
国产电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=5423
精彩电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=9650887
喜剧电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=323876
恐怖电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=218859
恐怖鬼怪,http://huanqiuzhibo.cn/manifest/douyu.php?id=1165374
童年阴影,http://huanqiuzhibo.cn/manifest/douyu.php?id=2935323
惊悚电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=96577
华语影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=3928
神乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=85894
周末影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637765
周末电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637726
兔子影厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=8985415
冰冰影厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=74374
刀刀影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=747764
奶虫影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=263824
贝爷壹厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=252802
贝爷贰厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=4332
贝爷叁厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=36337
凌儿影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=1377142
云宝影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=7305938
花卷影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=52787
菜园小饼,http://huanqiuzhibo.cn/manifest/douyu.php?id=1735337
米娅影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6537888
橙记港剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=4549169
大宝影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=805235
蚂蚱影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6079455
怡宝影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=434971
圆子影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6566658
贝贝影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=431460
可乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=20415
萌牛影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=7494871
兔兔影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=1504768
无双影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=4870914
下饭神剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=276200
古装神剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=338759
晚湾影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=9461178
酒染影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=7550220
芊珏影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=8814650
热门港剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=5522351
欢乐综艺,http://huanqiuzhibo.cn/manifest/douyu.php?id=131977
万合出品,http://huanqiuzhibo.cn/manifest/douyu.php?id=9220456
吃米滴虫,http://huanqiuzhibo.cn/manifest/douyu.php?id=315457
欧美大片(🚀),http://epg.112114.eu.org/douyu/2793084
华语经典1(🚀),http://epg.112114.eu.org/douyu/85894
欧美电影(🚀),http://epg.112114.eu.org/douyu/20415
HK港鬼片(🚀),http://epg.112114.eu.org/douyu/8009547
斗鱼1,http://epg.112114.xyz/douyu/4332
斗鱼4,http://epg.112114.xyz/douyu/747764
斗鱼8,http://epg.112114.xyz/douyu/263824
斗鱼电影HD3,http://epg.112114.xyz/douyu/122402
贝爷欧美IMAX厅,http://zzy789.xyz/douyu1.php?id=4332#http://159.75.85.63:35455/douyu/4332


💓专享央视,#genre#
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV1,https://cdn5.132.us.kg/live/cctv1/stream.m3u8
CCTV1,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8
CCTV1,http://110.42.54.199:35455/mgtv/608807420.m3u8
CCTV2,http://110.42.54.199:35455/mgtv/631780532.m3u8
CCTV3,http://110.42.54.199:35455/mgtv/624878271.m3u8
CCTV4,http://110.42.54.199:35455/mgtv/631780421.m3u8
CCTV5,http://110.42.54.199:35455/mgtv/641886683.m3u8
CCTV5+,http://110.42.54.199:35455/mgtv/641886773.m3u8
CCTV6,http://110.42.54.199:35455/mgtv/624878396.m3u8
CCTV7,http://110.42.54.199:35455/mgtv/673168121.m3u8
CCTV8,http://110.42.54.199:35455/mgtv/624878356.m3u8
CCTV9,http://110.42.54.199:35455/mgtv/673168140.m3u8
CCTV10,http://110.42.54.199:35455/mgtv/624878405.m3u8
CCTV11,http://110.42.54.199:35455/mgtv/667987558.m3u8
CCTV12,http://110.42.54.199:35455/mgtv/673168185.m3u8
CCTV13,http://110.42.54.199:35455/mgtv/608807423.m3u8
CCTV14,http://110.42.54.199:35455/mgtv/624878440.m3u8
CCTV15,http://110.42.54.199:35455/mgtv/673168223.m3u8
CCTV16,http://110.42.54.199:35455/nptv/cctv16.m3u8
CCTV17,http://110.42.54.199:35455/mgtv/673168256.m3u8
CCTV1,http://sport.pendy.dpdns.org/migu/608807420?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV2,http://sport.pendy.dpdns.org/migu/631780532?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV3,http://sport.pendy.dpdns.org/migu/624878271?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV4,http://sport.pendy.dpdns.org/migu/631780421?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV4欧洲,http://sport.pendy.dpdns.org/migu/608807419?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV4美洲,http://sport.pendy.dpdns.org/migu/608807416?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV5,http://sport.pendy.dpdns.org/migu/641886683?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV5+,http://sport.pendy.dpdns.org/migu/641886773?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV6,http://sport.pendy.dpdns.org/migu/624878396?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV7,http://sport.pendy.dpdns.org/migu/673168121?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV8,http://sport.pendy.dpdns.org/migu/624878356?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV9,http://sport.pendy.dpdns.org/migu/673168140?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV10,http://sport.pendy.dpdns.org/migu/624878405?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV11,http://sport.pendy.dpdns.org/migu/667987558?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV12,http://sport.pendy.dpdns.org/migu/673168185?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV13,http://sport.pendy.dpdns.org/migu/608807423?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV14,http://sport.pendy.dpdns.org/migu/624878440?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV15,http://sport.pendy.dpdns.org/migu/673168223?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV17,http://sport.pendy.dpdns.org/migu/673168256?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV1,https://live.sxrtv.com/iptv/cctv1.flv
CCTV2,https://live.sxrtv.com/iptv/cctv2.flv
CCTV3,https://live.sxrtv.com/iptv/cctv3.flv
CCTV4,https://live.sxrtv.com/iptv/cctv4.flv
CCTV5,https://live.sxrtv.com/iptv/cctv5.flv
CCTV5+,https://live.sxrtv.com/iptv/cctv5p.flv
CCTV6,https://live.sxrtv.com/iptv/cctv6.flv
CCTV7,https://live.sxrtv.com/iptv/cctv7.flv
CCTV8,https://live.sxrtv.com/iptv/cctv8.flv
CCTV9,https://live.sxrtv.com/iptv/cctv9.flv
CCTV10,https://live.sxrtv.com/iptv/cctv10.flv
CCTV11,https://live.sxrtv.com/iptv/cctv11.flv
CCTV12,https://live.sxrtv.com/iptv/cctv12.flv
CCTV13,https://live.sxrtv.com/iptv/cctv13.flv
CCTV14,https://live.sxrtv.com/iptv/cctv14.flv
CCTV15,https://live.sxrtv.com/iptv/cctv15.flv
CCTV16,https://live.sxrtv.com/iptv/cctv16.flv
CCTV17,https://live.sxrtv.com/iptv/cctv17.flv
CCTV13,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca
CCTV1,http://8.138.214.88:47681/mgtv/608807420.m3u8
CCTV2,http://8.138.214.88:47681/mgtv/631780532.m3u8
CCTV3,http://8.138.214.88:47681/mgtv/624878271.m3u8
CCTV4,http://8.138.214.88:47681/mgtv/631780421.m3u8
CCTV4欧洲,http://8.138.214.88:47681/mgtv/608807419.m3u8
CCTV4美洲,http://8.138.214.88:47681/mgtv/608807416.m3u8
CCTV5,http://8.138.214.88:47681/mgtv/641886683.m3u8
CCTV5+,http://8.138.214.88:47681/mgtv/641886773.m3u8
CCTV6,http://8.138.214.88:47681/mgtv/624878396.m3u8
CCTV7,http://8.138.214.88:47681/mgtv/673168121.m3u8
CCTV8,http://8.138.214.88:47681/mgtv/624878356.m3u8
CCTV9,http://8.138.214.88:47681/mgtv/673168140.m3u8
CCTV10,http://8.138.214.88:47681/mgtv/624878405.m3u8
CCTV11,http://8.138.214.88:47681/mgtv/667987558.m3u8
CCTV12,http://8.138.214.88:47681/mgtv/673168185.m3u8
CCTV13,http://8.138.214.88:47681/mgtv/608807423.m3u8
CCTV14,http://8.138.214.88:47681/mgtv/624878440.m3u8
CCTV15,http://8.138.214.88:47681/mgtv/673168223.m3u8
CCTV17,http://8.138.214.88:47681/mgtv/673168256.m3u8
CCTV1,http://58.39.190.143:35455/bptv/10000100000000050000000003864351.m3u8
CCTV2,http://58.39.190.143:35455/bptv/10000100000000050000000003870745.m3u8
CCTV3,http://58.39.190.143:35455/bptv/10000100000000050000000003870746.m3u8
CCTV4,http://58.39.190.143:35455/bptv/10000100000000050000000003870747.m3u8
CCTV5,http://58.39.190.143:35455/bptv/10000100000000050000000003870748.m3u8
CCTV5+,http://58.39.190.143:35455/bptv/10000100000000050000000003870759.m3u8
CCTV6,http://58.39.190.143:35455/bptv/10000100000000050000000003870749.m3u8
CCTV7,http://58.39.190.143:35455/bptv/10000100000000050000000003870750.m3u8
CCTV8,http://58.39.190.143:35455/bptv/10000100000000050000000003870838.m3u8
CCTV9,http://58.39.190.143:35455/bptv/10000100000000050000000003870752.m3u8
CCTV10,http://58.39.190.143:35455/bptv/10000100000000050000000003870753.m3u8
CCTV11,http://58.39.190.143:35455/bptv/10000100000000050000000003870754.m3u8
CCTV12,http://58.39.190.143:35455/bptv/10000100000000050000000003870755.m3u8
CCTV13,http://58.39.190.143:35455/bptv/10000100000000050000000004796248.m3u8
CCTV14,http://58.39.190.143:35455/bptv/10000100000000050000000003870756.m3u8
CCTV15,http://58.39.190.143:35455/bptv/10000100000000050000000003870757.m3u8
CCTV16,http://58.39.190.143:35455/bptv/10000100000000050000000004972604.m3u8
CCTV17,http://58.39.190.143:35455/bptv/10000100000000050000000003870758.m3u8
CCTV1,http://xc.mfykeke.top:35455/mgtv/608807420.m3u8
CCTV2,http://xc.mfykeke.top:35455/mgtv/631780532.m3u8
CCTV3,http://xc.mfykeke.top:35455/mgtv/624878271.m3u8
CCTV4,http://xc.mfykeke.top:35455/mgtv/631780421.m3u8
CCTV5,http://xc.mfykeke.top:35455/mgtv/641886683.m3u8
